,principle_component_2,principle_component_1,price
67,0.25685730794317685,0.019284015200601863,700000
68,-0.047699687975259156,-0.058731434291860236,680000
69,0.07946486993168682,0.13449199913668336,1420000
70,0.046437572407322436,0.0028801022663307364,750000
71,0.738616263576906,0.21928146097168696,580000
72,0.21427053174250313,0.06132122105177176,915000
73,-0.16446500745976336,-0.1418211913066947,425000
74,-0.03630847843868905,0.004222885692690975,600000
75,0.2866039523487332,0.16620632544853006,1300000
76,0.2394345901595734,-0.02738537012768394,470000
77,0.08134508322262818,-0.07801587775606698,388000
78,-0.23022744472425474,0.30821502300180115,988000
79,-0.020399356555044993,-0.07567703056682511,580000
80,0.27588177454685714,-0.16716045137501329,240000
81,0.08444334894460485,-0.017979059695680866,700000
82,-0.2534775087121481,0.48492181225333447,2600000
83,0.14923258326309477,-0.06745523746056943,450000
84,-0.07246808496240718,0.1506346002760209,1360000
85,0.08017017241908,0.13855768137598293,1497000
86,0.2466165883038346,0.37901563617952344,1600000
87,0.014518976769207567,0.15967117639889136,1300000
88,-0.3143548565163323,1.1447355733192919,7200000
89,0.0690724776809916,-0.1620798628454004,450000
90,0.05780914115722162,-0.11876053361516697,350000
91,-0.34350890855075156,-0.09273513122099321,470000
92,-0.4336036127404704,0.15647237620851917,1280000
93,-0.4336036127404704,0.15647237620851917,1338000
94,-0.406337745835097,0.29441461005206426,1560000
95,-0.406337745835097,0.29441461005206426,1560000
96,-0.41826942069409295,0.32741835847226336,1625000
97,-0.3462354720997502,-0.10395010031661389,550000
98,-0.3462354720997502,-0.10395010031661389,550000
99,-0.2853291309462178,-0.18741840542240665,380000
100,-0.316832916039465,-0.11237159791889115,505000
101,-0.20455133550856514,0.6567040633005204,3000000
102,0.05002297019061334,-0.023274954992760676,390000
103,0.013508005712193322,-0.1291876019421736,485000
104,-0.034203850981548385,-0.00930826892980353,1050000
105,-0.43439631681034846,-0.039323051075454814,468060
106,-0.40429159978685064,-0.11049995002527437,468060
107,-0.3175621894917905,-0.065933115369864,665000
108,-0.36846728998450357,-0.14466670640019927,335000
109,-0.27025176039640986,-0.09697141448058437,490000
110,-0.30552833592752077,-0.052916084565831294,693000
111,-0.30392953146136703,-0.2304972449299251,322896
112,-0.24637407294021638,-0.24049739226585837,230000
113,-0.1654468681369574,-0.19368790487842732,320000
114,-0.38489276729063,-0.07997206781608515,690000
115,-0.12433882875553001,-0.035502459331175525,499000
116,-0.06519087669119068,-0.25880023099500615,60000
117,-0.17598390426594956,-0.22874983414683822,225000
118,0.15091692604834608,-0.04931887103735292,500000
119,-0.07580118960607062,-0.12629133407824558,458000
120,-0.05818148527117533,-0.14944136466665647,380000
121,-0.2401159332608737,-0.047163153994427824,912800
122,0.08891124509124723,0.007971770543751092,800000
123,-0.2280676566229556,-0.1855390480349404,400000
124,-0.16266430701042625,-0.2742637079423749,80000
125,-0.059220738371437806,-0.12900296008008263,450000
126,0.27778446457862105,0.00044348740552415067,550000
127,-0.23185824887089768,-0.19612725327636002,385000
128,-0.27730149485128147,-0.1460036312983624,529900
129,0.03238193332331597,0.10511186185994902,1000000
130,0.0544056865857796,-0.0391768024766794,645000
131,-0.03359184564033473,0.016145317434995973,980000
132,-0.049988621769640564,0.02711943097356884,715000
133,-0.30240636538365245,-0.13743525007988477,690000
134,-0.2363944152000983,-0.3432558970031025,50000
135,-0.23611206955567623,-0.21176661382451412,265000
136,-0.3133643340647687,-0.20212357314150606,440000
137,-0.3029223710526188,-0.15376202460138635,270000
138,-0.30803042275661874,-0.3844210981943079,100000
139,-0.25161063757479146,-0.1191957239780104,600000
140,-0.34990786126072243,-0.10628858436196495,535700
141,-0.18527530133143602,-0.4025700525765244,325000
142,0.1652409032163143,-0.1031287159040528,475000
143,-0.2177332994884901,-0.1498145195198263,502000
144,-0.09735345735819988,0.07775261061728157,1100000
145,0.1172730838407733,-0.015237581893927434,675000
146,-0.1266495966031645,-0.01885368766719797,850000
147,-0.05541054000124667,-0.04772894145881509,740000
148,-0.2737249557154883,-0.24378163625049615,120000
