name,type,sub_type,category,latitude,longitude
Batu Sebelas Cheras,mrt,transportation,,3.041162,101.77325400000001
Sekolah Jenis Kebangsaan (Cina) Chuen Min,primary,education,Public School,3.0385020000000003,101.431641
Sekolah Kebangsaan Telok Gadong,primary,education,Public School,3.038647,101.41981700000001
Sekolah Menengah Kebangsaan Telok Gadong,secondary,education,Public School,3.03937,101.428614
Sekolah Kebangsaan Sungai Udang,primary,education,Public School,3.039533,101.418684
Teluk Pulai,ktm komuter,transportation,,3.04,101.43166670000001
Sekolah Kebangsaan Seafield 3,primary,education,Public School,3.043786,101.591931
Sekolah Kebangsaan Seksyen 24,primary,education,Public School,3.04078,101.51848299999999
Sekolah Kebangsaan Seksyen 17 Shah Alam,primary,education,Public School,3.044182,101.503507
Binary University of Management and Entrepreneurship,tertiary,education,Private University,3.043592,101.619498
Sekolah Menengah Kebangsaan Bandar Puchong Jaya (B),secondary,education,Public School,3.043541,101.62619000000001
Cherie Hearts International Preschool - Bandar Puteri Puchong,preschool,education,Preschool,3.045935,101.621809
Cherie Hearts International Preschool - Seri Kembangan,preschool,education,Preschool,3.045935,101.621809
"Brainy Bunch  - Seksyen 23, Shah Alam",elementary,education,Preschool,3.0459817000000005,101.5264003
Sekolah Menengah Kebangsaan Methodist (Acs),secondary,education,Public School,3.0426990000000003,101.44046999999999
Sekolah Kebangsaan Methodist Acs,primary,education,Public School,3.042995,101.439909
Sekolah Menengah Kebangsaan (P) Bukit Kuda,secondary,education,Public School,3.0447,101.45746700000001
Sekolah Kebangsaan Perempuan Methodist,primary,education,Public School,3.044927,101.442252
Sekolah Menengah Kebangsaan (P) Methodist,secondary,education,Public School,3.0451080000000004,101.440943
Sekolah Menengah Kebangsaan Sultan Abdul Samad,secondary,education,Public School,3.045627,101.458961
Pusat Perubatan Sri Kota,hospital,healthcare,Private,3.040323,101.445577
Poliklinik Indra Dan Pusat Bersalin,hospital,healthcare,Private,3.044423,101.44610899999999
Perlabuhan Klang,ktm komuter,transportation,,3.0427777999999996,101.45
Klang,ktm komuter,transportation,,3.0427777999999996,101.45
Klang,lrt,transportation,,3.045449,101.446004
Sekolah Menengah Kebangsaan USJ 8,secondary,education,Public School,3.0453900000000003,101.591915
INTEC Education College,tertiary,education,Private College,3.046401,101.50161700000001
Hospital Rawatan Lanjutan Columbia Asia 66 (Columbia Asia Extended Care Hospital),hospital,healthcare,Private,3.047088,101.5051337
Sekolah Kebangsaan Bukit Kuda,primary,education,Public School,3.045835,101.461191
Sekolah Kebangsaan Perempuan Bukit Kuda,primary,education,Public School,3.0459110000000003,101.45988100000001
Arte Academy,tertiary,education,Private College,3.0464689999999996,101.621062
Taipan,lrt,transportation,,3.047358,101.58976899999999
Ioi Puchong Jaya,lrt,transportation,,3.04806,101.62066899999999
Sekolah Kebangsaan USJ 12,primary,education,Public School,3.042831,101.57413199999999
Qhc Medical Centre,hospital,healthcare,Private,3.0475838,101.58731590000001
Sekolah Kebangsaan Telok Pulai,primary,education,Public School,3.046313,101.428494
Sekolah Menengah Kebangsaan Bandar Damai Perdana,secondary,education,Public School,3.043592,101.736733
Sekolah Jenis Kebangsaan (Cina) Connaught (2),primary,education,Public School,3.046182,101.742082
Sekolah Menengah Kebangsaan Cheras Perdana,secondary,education,Public School,3.045273,101.765623
Sekolah Kebangsaan Desa Baiduri,primary,education,Public School,3.048106,101.75085200000001
Brainy Bunch - Bandar Tun Hussein Onn,elementary,education,Preschool,3.0477,101.7595
Kingsgate International School,primary,education,International School,3.043702,101.692533
Asia Pacific Institute of Information Technology (APIIT),tertiary,education,Private College,3.0482240000000003,101.69289599999999
Fairview International School - Subang Jaya Campus,primary,education,International School,3.0447153,101.56664079999999
Sekolah Menengah Kebangsaan USJ 12,cluster,education,Public School,3.044247,101.574337
Kolej Vokasional Shah Alam,secondary,education,Public School,3.047368,101.554907
Sekolah Jenis Kebangsaan (Cina) Batu 11,primary,education,Public School,3.045973,101.770584
Sam Hisamuddin,secondary,education,Public School,3.0470580000000003,101.43776
Klinik Desa Sungai Bertik,clinic,healthcare,Government,3.048317,101.42675
Sekolah Kebangsaan Pendidikan Khas Selangor,primary,education,Public School,3.048451,101.515344
Sekolah Jenis Kebangsaan (Tamil) Sg Renggam,primary,education,Public School,3.048425,101.516476
Sekolah Kebangsaan Seksyen 18,primary,education,Public School,3.0494470000000002,101.519715
Sekolah Jenis Kebangsaan (Cina) Kong Hoe,primary,education,Public School,3.047183,101.45219300000001
Sekolah Menengah Kebangsaan Seksyen 4 Bandar Kinrara,secondary,education,Public School,3.045577,101.6469
Sekolah Jenis Kebangsaan (Tamil) Jalan Tepi Sungai,primary,education,Public School,3.050385,101.43853399999999
Sekolah Jenis Kebangsaan (Cina) Chee Wen,primary,education,Public School,3.050303,101.60301
Gombak Medical Centre,hospital,healthcare,Private,3.0521943719999998,101.7702075
Bandar Tun Hussein Onn,mrt,transportation,,3.048115,101.77504
Sekolah Menengah Kebangsaan Seksyen 19,secondary,education,Public School,3.051169,101.533088
Hospital Wanita Metro,hospital,healthcare,Private,3.0493357999999997,101.44469720000001
Ko Specialist Medical Centre,hospital,healthcare,Private,3.0511779999999997,101.44507800000001
KPJ Kajang Specialist Hospital,hospital,healthcare,Private,3.0511779999999997,101.44507800000001
Sekolah Menengah Pendidikan Khas Vokasional Shah Alam,secondary,education,Public School,3.050582,101.500179
Sekolah Kebangsaan Padang Jawa,primary,education,Public School,3.052781,101.491382
Padang Jawa,ktm komuter,transportation,,3.0522222,101.4925
Sekolah Kebangsaan Bukit Jalil,primary,education,Public School,3.0502,101.68700000000001
Sekolah Sukan Bukit Jalil,cluster,education,Public School,3.05059,101.695
Sekolah Menengah Kebangsaan Bukit Jalil,secondary,education,Public School,3.0507400000000002,101.686
The Montessori Place - Calvary Convention Centre,preschool,education,Preschool,3.0501237,101.6807575
A Star Kids - Damai Perdana,preschool,education,Preschool,3.053372,101.738385
Sekolah Jenis Kebangsaan (Cina) Taman Rashna,primary,education,Public School,3.054553,101.472996
Sekolah Jenis Kebangsaan (Cina) Bandar Sungai Long,primary,education,Public School,3.051739,101.803314
Sekolah Menengah Kebangsaan Bandar Baru Sungai Long,secondary,education,Public School,3.052821,101.801833
Klinik Desa Padang Jawa,clinic,healthcare,Government,3.053298,101.490219
Sekolah Kebangsaan Bandar Tun Hussein Onn 2,primary,education,Public School,3.052485,101.754269
Sekolah Menengah Kebangsaan Bandar Tun Hussein Onn 2,secondary,education,Public School,3.054728,101.755363
Sekolah Kebangsaan Bandar Tun Hussein Onn,primary,education,Public School,3.053283,101.766086
Sekolah Menengah Kebangsaan Seksyen 1 Bandar Kinrara,secondary,education,Public School,3.0508290000000002,101.642625
Kinrara Bk5,lrt,transportation,,3.050389,101.64434399999999
Alam Sutera,lrt,transportation,,3.054612,101.656358
Sekolah Kebangsaan Seksyen 20,primary,education,Public School,3.055714,101.54074399999999
Sekolah Menengah Kebangsaan Seksyen 16,secondary,education,Public School,3.054941,101.503449
FTMS College,tertiary,education,Private College,3.0541419999999997,101.693735
Asia Pacific University of Technology & Innovation (APU),tertiary,education,Private University,3.0550759999999997,101.700751
USJ 7,lrt,transportation,,3.0546,101.59254399999999
Brainy Bunch - Bandar Mahkota Cheras (new),elementary,education,Preschool,3.0519057000000003,101.7902063
Sekolah Menengah Kebangsaan Tinggi Klang,secondary,education,Public School,3.054353,101.44926600000001
Klinik Pakar Wanita Sheela Sdn. Bhd.,hospital,healthcare,Private,3.0567547999999998,101.4734672
Sekolah Kebangsaan (1) Jalan Batu Tiga,primary,education,Public School,3.056899,101.460828
Sekolah Kebangsaan (2) Jalan Batu Tiga,primary,education,Public School,3.057058,101.460842
Sekolah Kebangsaan Seafield,cluster,education,Public School,3.055743,101.588553
USJ 7,brt,transportation,,3.055486,101.592055
Sekolah Kebangsaan (2) Jalan Meru,primary,education,Public School,3.0550900000000003,101.45020600000001
Sekolah Menengah Kebangsaan USJ 4,secondary,education,Public School,3.054945,101.575702
Sekolah Kebangsaan Seri Selangor,cluster,education,Public School,3.05597,101.575827
Sekolah Kebangsaan Seksyen 19,primary,education,Public School,3.0525029999999997,101.526382
Sekolah Menengah Kebangsaan Seksyen 18,secondary,education,Public School,3.054364,101.52492
KPJ Selangor Specialist Hospital,hospital,healthcare,Private,3.0573727,101.54077790000001
Shah Alam,ktm komuter,transportation,,3.056387,101.525275
Bukit Jalil,lrt,transportation,,3.0580220000000002,101.6921525
Sekolah Jenis Kebangsaan (Cina) Lai Meng,primary,education,Public School,3.05796,101.669026
The Montessori Place - Esplanad Residence,preschool,education,Preschool,3.0592572999999996,101.6739878
Sekolah Jenis Kebangsaan (Tamil) Jalan Meru,primary,education,Public School,3.056938,101.453386
Peninsula College,tertiary,education,Private College,3.055705,101.448025
Sam Bestari,cluster,education,Public School,3.055227,101.580984
Sekolah Kebangsaan Alam Damai,primary,education,Public School,3.05865,101.742
Sekolah Menengah Kebangsaan Alam Damai,secondary,education,Public School,3.0587,101.741
IMU - International Medical University,tertiary,education,Private University,3.060029,101.687116
Cilantro Culinary Academy,tertiary,education,Private College,3.058046,101.595178
Sekolah Kebangsaan Puchong Jaya,primary,education,Public School,3.05715,101.626266
Sekolah Kebangsaan Seksyen 2 Bandar Kinrara,primary,education,Public School,3.051975,101.635926
Sekolah Kebangsaan Bukit Kuchai,primary,education,Public School,3.055703,101.635437
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara,primary,education,Public School,3.054055,101.64360500000001
Sekolah Jenis Kebangsaan (Cina) Yak Chee,primary,education,Public School,3.056043,101.64206300000001
Sekolah Menengah Kebangsaan Batu 8,secondary,education,Public School,3.06073,101.629574
Sekolah Kebangsaan (1) Jalan Meru,primary,education,Public School,3.058563,101.451033
KPJ Klang Specialist Hospital,hospital,healthcare,Private,3.0622501,101.46323029999999
Jalan Meru,lrt,transportation,,3.058569,101.45183399999999
Sri Petaling,lrt,transportation,,3.0614527999999996,101.6870946
Sekolah Menengah Kebangsaan Perimbun,secondary,education,Public School,3.061209,101.770347
Sekolah Jenis Kebangsaan (Tamil) Ldg Kinrara,primary,education,Public School,3.056838,101.648923
South Quay,brt,transportation,,3.061607,101.596475
IMC - International Medical College,tertiary,education,Private College,3.061105,101.59356899999999
IMPERIA Institute of Technology,tertiary,education,Private College,3.061296,101.59351600000001
SEGi University & Colleges Subang Jaya,tertiary,education,Private University,3.0617970000000003,101.59361
Sekolah Menengah Kebangsaan Seafield,cluster,education,Public School,3.061043,101.585163
Sekolah Menengah Kebangsaan Bandar Puchong Jaya (A),secondary,education,Public School,3.063752,101.622968
Sekolah Kebangsaan Puchong Jaya 2,primary,education,Public School,3.063963,101.62389499999999
Sam Hulu Langat,cluster,education,Public School,3.063728,101.773643
Sri Raya,mrt,transportation,,3.061925,101.772995
Sekolah Kebangsaan Pengkalan Tentera Darat,primary,education,Public School,3.06232,101.71700000000001
Universiti Pertahanan Nasional Malaysia (Upnm),tertiary,education,Public University,3.0628490000000004,101.715436
Sekolah Kebangsaan USJ 2,cluster,education,Public School,3.062573,101.586323
Q-dees,preschool,education,Preschool,3.0622,101.4506
Sekolah Menengah Kebangsaan Kwang Hua,secondary,education,Public School,3.064536,101.45942099999999
Bukit Raja @ Kawasan 17,lrt,transportation,,3.062647,101.4657
Klinik Kesihatan Sungai Besi,clinic,healthcare,Government,3.063225,101.71043900000001
Sungai Besi,mrt,transportation,,3.064069,101.708371
Taylor's University,tertiary,education,Private University,3.0645279999999997,101.615895
Sungai Besi,lrt,transportation,,3.064711,101.708523
Sekolah Kebangsaan Shah Alam,primary,education,Public School,3.05872,101.503855
UiTM,lrt,transportation,,3.062735,101.501638
Monash University Malaysia,tertiary,education,Private University College,3.064947,101.60084300000001
Sunmed,brt,transportation,,3.065651,101.609825
Sunu-Monash,brt,transportation,,3.065389,101.60021
Sekolah Kebangsaan Sri Subang Jaya,primary,education,Public School,3.064725,101.589715
SS 18,lrt,transportation,,3.064509,101.58612600000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Jalil,primary,education,Public School,3.063109,101.665338
Sekolah Menengah Kebangsaan Bandar Baru Seri Petaling,secondary,education,Public School,3.06615,101.68799999999999
Awan Besar,lrt,transportation,,3.062046,101.670441
Muhibbah,lrt,transportation,,3.061927,101.662684
Sekolah Kebangsaan Bandar Baru Seri Petaling 2,primary,education,Public School,3.0664439999999997,101.689306
Sekolah Menengah Kebangsaan Sungai Besi,secondary,education,Public School,3.0665299999999998,101.715
Sekolah Jenis Kebangsaan (Tamil) Sg Besi,primary,education,Public School,3.06662708,101.71475670000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Ebor,primary,education,Public School,3.064007,101.558782
Sekolah Jenis Kebangsaan (Cina) Lick Hung,primary,education,Public School,3.0661810000000003,101.57735699999999
Sekolah Kebangsaan SS 19 Subang Jaya,primary,education,Public School,3.066567648,101.57627480000001
A Star Kids - Damai Impian,preschool,education,Preschool,3.0681882000000003,101.7420359
Pasar Besar Klang,lrt,transportation,,3.068396,101.450757
Sekolah Menengah Kebangsaan Subang Utama,secondary,education,Public School,3.0686139999999997,101.581937
Sunway International School,secondary,education,International School,3.0671562999999997,101.6038902
Sunway University,tertiary,education,Private University,3.0673169999999996,101.603858
Sunway College,tertiary,education,Private College,3.068106,101.603903
Sunway Le Cordon Bleu,tertiary,education,Private University,3.068205,101.60356999999999
Sekolah Kebangsaan Bandar Sunway,primary,education,Public School,3.068343,101.617323
Sunway Medical Centre Sendirian Berhad,hospital,healthcare,Private,3.0662171000000003,101.6095502
Sekolah Kebangsaan Subang Jaya,cluster,education,Public School,3.069315,101.588143
Sekolah Menengah Kebangsaan Subang Jaya,secondary,education,Public School,3.0691919999999997,101.590283
Beaconhouse International School - Newlands Campus,primary,education,International School,3.065514,101.77470699999999
Sekolah Kebangsaan Sg Besi,primary,education,Public School,3.06717,101.71600000000001
Sekolah Jenis Kebangsaan (Cina) Kwong Hon,primary,education,Public School,3.0676240000000004,101.716571
Sekolah Jenis Kebangsaan (Tamil) Ladang Midlands,primary,education,Public School,3.0683290000000003,101.487613
Seksyen 7 @ I-City,lrt,transportation,,3.067427,101.486971
Sekolah Kebangsaan Rantau Panjang,primary,education,Public School,3.067503,101.410826
Sekolah Menengah Kebangsaan Rantau Panjang,secondary,education,Public School,3.069369,101.410335
Klinik Desa Rantau Panjang,clinic,healthcare,Government,3.068781,101.411512
Sekolah Menengah Kebangsaan Bandar Sunway,secondary,education,Public School,3.070252,101.617425
Sekolah Kebangsaan Bandar Baru Seri Petaling,primary,education,Public School,3.0675830000000004,101.697456
Sekolah Kebangsaan Desa Tasik,primary,education,Public School,3.07115,101.713
Sekolah Menengah Kebangsaan Seri Saujana,secondary,education,Public School,3.0679936110000003,101.6840713
Sekolah Kebangsaan Seri Saujana,primary,education,Public School,3.068956412,101.6835191
Sekolah Kebangsaan Seri Indah,primary,education,Public School,3.06725,101.675
Lagoon,brt,transportation,,3.0706919999999998,101.61075
Sekolah Kebangsaan Batu Sembilan,primary,education,Public School,3.06983,101.768654
Sekolah Jenis Kebangsaan (Cina) Batu 9 Cheras,primary,education,Public School,3.071671,101.769529
Taman Suntex,mrt,transportation,,3.071524,101.763405
Sekolah Jenis Kebangsaan (Cina) Pui Ying,primary,education,Public School,3.072392,101.410973
Sekolah Menengah Kebangsaan Taman Yarl,secondary,education,Public School,3.06747,101.667
Sekolah Menengah Kebangsaan Seksyen Sebelas,secondary,education,Public School,3.073079,101.529151
Demc Specialist Hospital Shah Alam,hospital,healthcare,Private,3.0717379,101.52366909999999
Bandar Anggerik @ Seksyen 14,lrt,transportation,,3.069902,101.52147
Sekolah Kebangsaan Bukit Raya,primary,education,Public School,3.073055,101.78162900000001
Sekolah Sri UCSI,primary,education,Private School,3.0691921000000004,101.59674659999999
UCSI International School Subang Jaya,primary,education,International School,3.0697,101.5968
Sekolah Kebangsaan Batu Belah,primary,education,Public School,3.070836,101.443326
Sekolah Menengah Kebangsaan Bandar Tasik Selatan,secondary,education,Public School,3.072738357,101.7191987
Sekolah Kebangsaan Seksyen 7,primary,education,Public School,3.071723,101.485098
COSMOTOTS iqd - Cheras,preschool,education,Preschool,3.0735454,101.7394936
Sekolah Kebangsaan Bandar Tasik Selatan,primary,education,Public School,3.0739799999999997,101.72
The One Academy,tertiary,education,Private College,3.0735259999999998,101.610037
Sekolah Kebangsaan Seri Suria,primary,education,Public School,3.0709,101.662
Sekolah Jenis Kebangsaan (Cina) Yoke Nam,primary,education,Public School,3.074306,101.67567700000001
Sekolah Menengah Kebangsaan Dharma,secondary,education,Public School,3.0752666669999997,101.66265
Sekolah Rendah Sathya Sai,primary,education,Private School,3.0756759999999996,101.66192149999999
REAL Kids,preschool,education,Preschool,3.0754112,101.5747233
"GEMS International School, Tropicana Metropark",primary,education,International School,3.074441,101.567603
Kolej Tingkatan Enam Petaling Jaya,secondary,education,Public School,3.07585,101.623715
Dwi Emas International School,primary,education,International School,3.073091,101.524431
Bandar Tasik Selatan,lrt,transportation,,3.0760769,101.7113663
Sekolah Kebangsaan Seri Anggerik,primary,education,Public School,3.07488,101.745
Sekolah Jenis Kebangsaan (Cina) La Salle,primary,education,Public School,3.075479,101.68823
Taman Naga Emas,mrt,transportation,,3.07792,101.699439
Sri Kuala Lumpur School (SRIKL),primary,education,International School,3.0751060000000003,101.59259899999999
Taylor's College Subang Jaya  (TCSJ),tertiary,education,Private University,3.075864,101.59100500000001
Modern Montessori International,preschool,education,Preschool,3.07628,101.5894051
Sekolah Menengah Kebangsaan SS 17,secondary,education,Public School,3.076922,101.582669
SS 15,lrt,transportation,,3.077701,101.586031
Sekolah Kebangsaan Seri Mega,primary,education,Public School,3.07728,101.671
Sekolah Kebangsaan Taman Cuepacs,primary,education,Public School,3.078493,101.75909300000001
Sekolah Kebangsaan Perdana Jaya Ss19,primary,education,Public School,3.077891,101.57370300000001
Sekolah Menengah Kebangsaan Taman Medan,secondary,education,Public School,3.076125,101.63578199999999
Sekolah Kebangsaan Taman Dato Harun (2),primary,education,Public School,3.077245666,101.63593909999999
Sekolah Menengah Kebangsaan Taman Dato' Harun,secondary,education,Public School,3.077819,101.63488000000001
Sekolah Kebangsaan Taman Dato' Harun (Satu),primary,education,Public School,3.0776529999999998,101.63597
Sekolah Kebangsaan Taman Medan,primary,education,Public School,3.078336,101.629993
Malvern International Academy,tertiary,education,Private College,3.077794,101.613302
Mentari,brt,transportation,,3.0759849999999997,101.61005899999999
ALFA International College,tertiary,education,Private College,3.0786990000000003,101.589846
Subang Jaya Medical Centre,hospital,healthcare,Private,3.0784119999999997,101.593622
AMU - Asia Metropolitan University,tertiary,education,Private University,3.077816,101.778104
Batu Tiga,ktm komuter,transportation,,3.0758919999999996,101.55973900000001
Klinik Desa Batu Belah Klang,clinic,healthcare,Government,3.07619,101.436947
MSU - Management & Science University,tertiary,education,Private University,3.077989,101.552759
Malawati @ Stadium,lrt,transportation,,3.079349,101.54973199999999
Sekolah Jenis Kebangsaan (Cina) Yuk Chyun,primary,education,Public School,3.077795,101.65284100000001
Sekolah Kebangsaan Petaling 2,primary,education,Public School,3.0794740000000003,101.659277
Sekolah Kebangsaan Petaling 1,primary,education,Public School,3.079496,101.659176
Klinik Kesihatan Petaling Bahagia ,clinic,healthcare,Government,3.079358,101.665244
Universiti Teknologi Mara (UiTM),tertiary,education,Public University,3.073281,101.518461
Samt Tengku Ampuan Jemaah,secondary,education,Public School,3.077759,101.525983
Sekolah Menengah Kebangsaan Sultan Salahuddin Abdul Aziz Shah,secondary,education,Public School,3.072245,101.509361
Brainy Bunch - Subang Jaya,elementary,education,Preschool,3.0793,101.5809
Sekolah Kebangsaan Taman Puteri,cluster,education,Public School,3.078116,101.77199300000001
Sekolah Kebangsaan Salak South,primary,education,Public School,3.0809083389999996,101.6972446
Sekolah Kebangsaan Raja Muda,primary,education,Public School,3.0771759999999997,101.51044300000001
Sekolah Menengah Kebangsaan Taman Klang Utama,secondary,education,Public School,3.082934,101.42170300000001
Sekolah Menengah Kebangsaan Orkid Desa,secondary,education,Public School,3.077156,101.736661
UCSI University Malaysia,tertiary,education,Private University College,3.0796189999999997,101.733266
Taman Connaught,mrt,transportation,,3.079173,101.74514
Sekolah Kebangsaan Kampung Lindungan,primary,education,Public School,3.080854,101.607168
Sekolah Menengah Kebangsaan Dusun Nanding,secondary,education,Public School,3.08224,101.790503
Sekolah Kebangsaan Dusun Nanding,primary,education,Public School,3.0831619999999997,101.791043
Sekolah Menengah Kebangsaan Desa Petaling,secondary,education,Public School,3.081886175,101.71218590000001
Al-Madinah International University,tertiary,education,Private University,3.083603,101.700451
Sekolah Kebangsaan Desa Petaling,primary,education,Public School,3.08338,101.709
Kampung Dato Harun,ktm komuter,transportation,,3.083841,101.6312723
Persiaran Kerjaya @ Perindustrian Glenmarie,lrt,transportation,,3.082475,101.562762
Sekolah Menengah Kebangsaan Taman Connaught,secondary,education,Public School,3.08352,101.736
Sekolah Jenis Kebangsaan (Cina) Taman Connaught,primary,education,Public School,3.083973,101.735862
Sri Emas International School,secondary,education,International School,3.0842085,101.6083431
Sunway-Setia Jaya,brt,transportation,,3.082933,101.61261
Setia Jaya,ktm komuter,transportation,,3.0830556000000002,101.61111109999999
UNISEL - Universiti Selangor,tertiary,education,Private University College,3.077847,101.49518499999999
Sekolah Menengah Kebangsaan Petaling,secondary,education,Public School,3.0806560000000003,101.660198
Sekolah Jenis Kebangsaan (Tamil) Saraswathy,primary,education,Public School,3.0835939999999997,101.663381
Jalan Templer,ktm komuter,transportation,,3.0833333,101.65638890000001
Subang Jaya,ktm komuter,transportation,,3.084715,101.58769699999999
Cempaka International School - Cheras Campus,primary,education,International School,3.0840621,101.76019509999999
Sekolah Sri Cempaka,primary,education,Private School,3.0840621,101.76019509999999
Sekolah Jenis Kebangsaan (Cina) Chen Moh,primary,education,Public School,3.084978,101.643996
Sekolah Kebangsaan Sungei Way,primary,education,Public School,3.085003,101.616104
Seri Setia,ktm komuter,transportation,,3.0844443999999998,101.6216667
Subang Jaya,lrt,transportation,,3.085344,101.587575
Sekolah Kebangsaan Seksyen Enam,primary,education,Public School,3.084337,101.51052299999999
Nuh's Ark Islamic Montessori,primary,education,Preschool,3.081544,101.498544
"Brainy Bunch -  Seksyen 7, Shah Alam (new)",elementary,education,Preschool,3.075743,101.4857179
MAZ International School - Shah Alam Campus,primary,education,International School,3.0786290000000003,101.48654920000001
Sekolah Menengah Kebangsaan Seksyen 7,secondary,education,Public School,3.082642,101.494782
Sekolah Jenis Kebangsaan (Cina) Salak South,primary,education,Public School,3.086843,101.699238
Sekolah Kebangsaan (2) Petaling Jaya,primary,education,Public School,3.084865,101.64896999999999
Sekolah Kebangsaan (1) Petaling Jaya,primary,education,Public School,3.0850720000000003,101.648324
Sekolah Kebangsaan Seksyen 13,cluster,education,Public School,3.0832900000000003,101.538545
Hospital Umra,hospital,healthcare,Private,3.0828888,101.53998229999999
Sekolah Kebangsaan Taman Klang Utama,primary,education,Public School,3.0840509999999997,101.421676
Sekolah Kebangsaan Sungai Serai,primary,education,Public School,3.087726,101.790109
Sekolah Jenis Kebangsaan (Cina) Sungai Way,primary,education,Public School,3.087843,101.620993
Sekolah Jenis Kebangsaan (Tamil) Seaport,primary,education,Public School,3.087104,101.60503
Kuchai Lama,mrt,transportation,,3.089718,101.69404499999999
Sekolah Menengah Kebangsaan Seri Mutiara,secondary,education,Public School,3.0886099999999996,101.73100000000001
Sekolah Jenis Kebangsaan (Cina) Imbi,primary,education,Public School,3.08873,101.730283
Klinik Kesihatan Bandar Tun Razak ,clinic,healthcare,Government,3.087158,101.720489
Sekolah Kebangsaan Taman Segar,primary,education,Public School,3.09058,101.745
Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Rajah,primary,education,Public School,3.0912740000000003,101.438365
Sekolah Menengah Kebangsaan (P) Tmn Petaling,secondary,education,Public School,3.088812,101.65838199999999
Sekolah Kebangsaan Petaling Jaya,primary,education,Public School,3.088755,101.65194699999999
Petaling,ktm komuter,transportation,,3.0858333,101.6638889
Sekolah Kebangsaan Jalan Selangor (Satu),primary,education,Public School,3.09153,101.645067
Sekolah Kebangsaan (2) Jalan Selangor,primary,education,Public School,3.09153,101.644487
Beacon International Specialist Centre Sdn. Bhd.,hospital,healthcare,Private,3.0914610000000002,101.638007
Bandar Tun Razak,lrt,transportation,,3.0896689999999998,101.7125175
Taman Mutiara,mrt,transportation,,3.091327,101.74029499999999
Sekolah Kebangsaan Bandar Anggerik,cluster,education,Public School,3.088043,101.508713
Sekolah Kebangsaan Seksyen 9 Shah Alam,primary,education,Public School,3.087802335,101.5214893
Sekolah Menengah Kebangsaan Seksyen 9,secondary,education,Public School,3.088948,101.52202700000001
Sekolah Kebangsaan Bandar Tun Razak 2,primary,education,Public School,3.09157,101.725
Sekolah Kebangsaan Bandar Tun Razak 1,primary,education,Public School,3.09163,101.725
Sekolah Menengah Kebangsaan Bandar Tun Razak,secondary,education,Public School,3.09148,101.72399999999999
KDU University College,tertiary,education,Private University College,3.092963,101.559823
Sekolah Kebangsaan Assunta (2),primary,education,Public School,3.092605,101.645022
Sekolah Kebangsaan Assunta Satu,primary,education,Public School,3.092784,101.644583
Assunta Hospital,hospital,healthcare,Private,3.0933112,101.645285
Sekolah Menengah Kebangsaan Setia Alam,secondary,education,Public School,3.094164,101.45721999999999
Sekolah Kebangsaan Setia Alam,primary,education,Public School,3.0942369999999997,101.454463
Sekolah Kebangsaan Seri Setia,primary,education,Public School,3.0928828999999998,101.683978
Sekolah Menengah Kebangsaan Seri Sentosa,secondary,education,Public School,3.0930299999999997,101.682
Sekolah Jenis Kebangsaan (Cina) Choong Wen,primary,education,Public School,3.09321,101.676
Taman Desa Medical Centre,hospital,healthcare,Private,3.0960669999999997,101.677812
Lincoln University College (LUC),tertiary,education,Private University College,3.094839,101.59281800000001
"Brainy Bunch  - Kampung Tunku, Kelana Jaya",elementary,education,Preschool,3.0950724999999997,101.6193699
Sekolah Kebangsaan Sementa,primary,education,Public School,3.092975,101.38453299999999
Klinik Desa Sementa,clinic,healthcare,Government,3.0913,101.387158
Glenmarie,lrt,transportation,,3.095338,101.590422
Pantai Dalam,ktm komuter,transportation,,3.095556,101.670001
Glenmarie,lrt,transportation,,3.095637,101.588564
Sekolah Kebangsaan Taman Midah,primary,education,Public School,3.0954,101.73
Sekolah Menengah Integrasi Sains Tahfiz (Smista) Maiwp,secondary,education,Public School,3.0916189999999997,101.718231
Sekolah Kebangsaan Taman Midah 2,primary,education,Public School,3.09583,101.728
Tenby Schools - Setia Eco Park,primary,education,Private School,3.0978,101.4832
Tenby International School - Kota Kemuning,primary,education,International School,3.0978461,101.48322309999999
Brainy Bunch - Hulu Langat,elementary,education,Preschool,3.0981861,101.80144759999999
Sekolah Menengah Kebangsaan Seri Mulia,secondary,education,Public School,3.093455,101.71395600000001
Sma Majlis Agama Islam Wilayah Persekutuan,cluster,education,Public School,3.094785,101.711802
Salak Selatan,ktm komuter,transportation,,3.0980556,101.70527779999999
Sekolah Kebangsaan Sri Kelana,primary,education,Public School,3.098663,101.60584300000001
Sekolah Jenis Kebangsaan (Cina) Pin Hwa (2),primary,education,Public School,3.097844,101.407168
Sekolah Kebangsaan Kampung Tunku,primary,education,Public School,3.0984700000000003,101.619988
Sekolah Jenis Kebangsaan (Tamil) Vivekananda,primary,education,Public School,3.096696,101.636729
Sekolah Menengah Kebangsaan Sri Utama,secondary,education,Public School,3.098364,101.631003
Sekolah Kebangsaan (L) Bukit Bintang (1),primary,education,Public School,3.097664,101.635999
Sekolah Kebangsaan (L) Bukit Bintang (2),primary,education,Public School,3.097866,101.63657099999999
Highlands International Boarding School (HIBS),secondary,education,International School,3.0991,101.6496
