,project_id,latitude,longitude,township,state,area,median_psf,median_price,poi_nearby_education,poi_nearby_transportation,poi_nearby_healthcare,nearest_school,nearest_train_station,nearest_hospital,total_poi_nearby,nearest_poi,transaction_count
3185,28762,5.4514202,100.3002586,Lebuhraya Halia,Penang,Georgetown,413.0,1000000.0,20,0,2,877.9571832697078,11265.369250571095,2029.4763546665547,22,877.9571832697078,1
3186,29233,5.4318615,100.3085763,Lengkok Berjaya,Penang,Georgetown,112.0,400000.0,50,0,10,139.307278838747,9135.465876272714,379.3702290040612,60,139.307278838747,1
3187,28757,5.4314053,100.3136608,Lorong Burma,Penang,Georgetown,1000.0,1550000.0,54,0,10,545.660212631133,8670.995843266588,879.6910667232365,64,545.660212631133,1
3188,28764,5.4315643,100.3091327,Lorong Kuching,Penang,Georgetown,929.0,1300000.0,50,0,10,178.74585630830168,9066.850017362653,446.15083974776877,60,178.74585630830168,1
3189,10337,5.464869976,100.2389984,Mahligai Baiduri,Penang,Batu Ferringhi,507.0,830000.0,4,0,1,1291.0755436972381,17542.907154553435,7976.605655512166,5,1291.0755436972381,1
3190,10339,5.434229851,100.3130035,Maica Court,Penang,Persiaran Gurney,510.0,1400000.0,46,0,10,387.48611164369396,8932.818625160768,887.5780281480635,56,387.48611164369396,1
3191,25691,5.398469,100.329072,Maritime Suites,Penang,Sungai Pinang,929.0,1000000.0,61,1,8,209.51775443796888,5252.005805202371,2139.236587218319,70,209.51775443796888,1
3192,17913,5.4568063,100.2997064,Medan Fettes,Penang,Tanjung Tokong,495.0,1600000.0,20,0,2,526.487516591652,11732.892056429586,2626.3371255559223,22,526.487516591652,1
3193,29243,5.426924,100.3179682,Medan Lim Cheng Teik,Penang,Georgetown,491.0,840000.0,68,0,10,517.9067002389957,7985.8596580841495,238.9303443848858,78,238.9303443848858,1
3194,10406,5.466959953,100.288002,Medan Tanjung Bungah,Penang,Tanjung Bungah,553.0,1650000.0,12,0,0,175.8176625757049,13441.52093445003,4101.13333223668,12,175.8176625757049,1
3195,15831,5.409351,100.312946,Melodi Villa,Penang,Georgetown,477.0,390000.0,82,0,13,90.06064658449961,7378.2577696985945,578.4447135742877,95,90.06064658449961,1
3196,15834,5.4026985,100.3254007,Menara Riverview,Penang,Sungai Pinang,294.0,250000.0,76,1,11,326.2987747992942,5815.265674682968,1627.9156375589782,88,326.2987747992942,1
3197,17599,5.297557,100.25952,Mont Tierra Residences,Penang,Bayan Lepas,743.0,1040000.0,14,1,4,220.10836737759482,15508.040168962772,2279.3596510845223,19,220.10836737759482,1
3198,10610,5.429339886,100.3119965,Moulmein Rise,Penang,Pulau Tikus,1014.0,2260000.0,58,0,10,533.2971983160189,8665.401810107005,826.9171958418179,68,533.2971983160189,1
3199,16884,5.4176509,100.3732741,Nautical Bay (Vista Samudera),Penang,Kampung Gajah,382.0,745000.0,19,1,2,202.54776669266383,4166.609240828779,1629.6885963333173,22,202.54776669266383,1
3200,10683,5.418570042,100.3199997,Noble Villa,Penang,Georgetown,544.0,550000.0,78,1,12,187.25157432534544,7235.603205858653,245.20704860753017,91,187.25157432534544,1
3201,15923,5.372997,100.221828,Pangsapuri Bandar Baru Air Putih,Penang,Balik Pulau,199.0,120000.0,9,0,3,609.6868082229521,16741.614897452786,2775.2396037597464,12,609.6868082229521,1
3202,14577,5.296155,100.262765,Pangsapuri Bayan Permai,Penang,Bayan Lepas,318.0,291000.0,15,1,4,195.82139524303105,15311.872850588628,2320.9970828290425,20,195.82139524303105,1
3203,17860,5.4062305,100.3283982,Pangsapuri Cergas Maju,Penang,Georgetown,120.0,80000.0,68,1,10,437.1216134601264,5705.993991264525,1287.3307559691905,79,437.1216134601264,1
3204,15935,5.2951919,100.2636794,Pangsapuri Garuda,Penang,Bayan Lepas,221.0,150000.0,16,1,4,318.418256517735,15296.381460875173,2406.378485097376,21,318.418256517735,1
3205,28710,0.0,0.0,Pearl Indah 2,Penang,,438.0,495000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3206,28711,0.0,0.0,Pearl Indah 3,Penang,,253.0,776000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3207,28694,5.4532999,100.3031891,Persiaran Hablor,Penang,Tanjung Bungah,316.0,1200000.0,20,0,2,560.8253091444465,11185.939942970408,2200.6473225953205,22,560.8253091444465,1
3208,28712,5.4508883,100.2981853,Persiaran Halia 1,Penang,Georgetown,670.0,800000.0,20,0,2,961.5500594902381,11389.72843901345,2029.647986911062,22,961.5500594902381,1
3209,28763,5.4498941,100.2990399,Persiaran Halia 2,Penang,Georgetown,556.0,1800000.0,21,0,2,1092.429646097477,11245.358769422575,1896.912580479181,23,1092.429646097477,1
3210,29236,5.4504922,100.3037696,Persiaran Lengkuas,Penang,Georgetown,60.0,164000.0,22,0,2,859.5940065681056,10917.850953382509,1889.2215520485015,24,859.5940065681056,1
3211,17832,5.525417,100.375766,Perumahan Bercam Kuala Bekah,Penang,Penaga,115.0,210000.0,7,0,0,579.0929306007363,14652.87716720145,6923.386313010263,7,579.0929306007363,1
3212,10959,5.425010204,100.3130035,Pierce Palace,Penang,Pulau Tikus,825.0,835000.0,70,0,11,534.1799142093046,8282.619427071786,343.35134584825533,81,343.35134584825533,1
3213,28713,0.0,0.0,Prai Indera,Penang,,121.0,147000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3214,16114,5.3931022,100.4140519,Primero Heights Kondominium Prima Indah,Penang,Permatang Pauh,337.0,494000.0,16,0,5,351.5007997742798,3330.8778478055265,859.6009185540757,21,351.5007997742798,1
3215,23471,0.0,0.0,Quattro Zen,Penang,Ayer Itam,642.0,850000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3216,17411,5.37079,100.299323,Raffel Residence 199,Penang,Gelugor,830.0,2500000.0,17,0,2,193.43169562222104,8198.014652715743,2382.74310914654,19,193.43169562222104,1
3217,17559,5.315452,100.464523,Residensi Asas Murni,Penang,Bukit Minyak,249.0,480000.0,15,0,3,2012.7147501158665,3646.099745204604,4589.838959509773,18,2012.7147501158665,1
3218,17695,5.456491,100.209197,Residensi Teluk Bahang,Penang,Teluk Bahang,260.0,1436130.0,3,0,0,687.2216496669814,20000.45130593178,10786.881088386224,3,687.2216496669814,1
3219,18103,5.2849922,100.219053,Rumah Murah Balik Pulau,Penang,Teluk Kumbar,183.0,185000.0,8,0,3,733.8550038137784,20010.951770646818,6388.063487504622,11,733.8550038137784,1
3220,28716,0.0,0.0,Rumah Murah Gertak Sanggul,Penang,,63.0,60000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3221,28714,0.0,0.0,Rumah Murah Penaga,Penang,Penaga,78.0,80000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3222,27972,5.335293,100.5008208,Rumah Pangsa Tropika,Penang,Bukit Mertajam,59.0,42000.0,11,0,2,631.3470768261875,5473.479799096554,4391.61306675912,13,631.3470768261875,1
3223,11440,5.340690136,100.2720032,Sentral Greens,Penang,Relau,710.0,1070000.0,15,0,4,626.0433263979905,11978.643130581366,2454.4332781172907,19,626.0433263979905,1
3224,17982,5.338619,100.300002,Seri Anggun,Penang,Sungai Nibong,576.0,750000.0,10,0,2,69.55761837747679,9266.986196357728,2760.4923701734024,12,69.55761837747679,1
3225,11552,5.3469297,100.2768273,Sierra Suites,Penang,Bukit Jambul,258.0,800000.0,11,0,2,408.2183927603046,11239.039319746147,2926.06135820899,13,408.2183927603046,1
3226,17780,5.350544,100.2307535,Simfoni Garden,Penang,Balik Pulau,324.0,450000.0,16,0,3,460.3796778332942,16067.96609457058,258.8954952429868,19,258.8954952429868,1
3227,16230,5.4491569,100.2986346,Skyridge Garden,Penang,Tanjung Tokong,649.0,810000.0,22,0,2,1147.24250425244,11222.289461011931,1832.1501938847516,24,1147.24250425244,1
3228,14898,5.4304407,100.3138537,Solok Burmah,Penang,Persiaran Gurney,844.0,1190000.0,59,0,10,626.018355398408,8585.15645248233,803.7327228380884,69,626.018355398408,1
3229,28746,5.430328,100.3154516,Solok Jones,Penang,Georgetown,945.0,1200000.0,60,0,10,777.0706844197965,8443.141429164321,649.2160204303303,70,649.2160204303303,1
3230,28732,5.2893335,100.2327077,Solok Kampung Paya,Penang,Bayan Lepas,566.0,890000.0,9,0,2,134.36823506229433,18474.706953693505,4877.781336750867,11,134.36823506229433,1
3231,11603,5.277400017,100.2839966,Southbay Legenda,Penang,Batu Maung,401.0,4150000.0,6,1,1,506.5016827978632,15012.781119675332,4721.073192800702,8,506.5016827978632,1
3232,11661,5.4266466,100.3125835,Sri Emas,Penang,Pulau Tikus,591.0,700000.0,66,0,11,651.7689765553095,8429.416432782182,528.8786602803821,77,528.8786602803821,1
3233,11681,5.387800217,100.3150024,Sri Jelutong,Penang,Jelutong,356.0,230000.0,53,0,5,155.93503363758387,6455.174919238886,1230.0948395950375,58,155.93503363758387,1
3234,9323,5.4144182,100.3204644,ST Residence,Penang,Georgetown,402.0,563000.0,82,1,12,373.88003909775546,6931.583772284496,619.6596455570806,95,373.88003909775546,1
3235,28718,0.0,0.0,Sungai Pinang Residence,Penang,Balik Pulau,383.0,560000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3236,11846,5.439720154,100.3079987,Sunrise Tower,Penang,Persiaran Gurney,551.0,800000.0,34,0,9,247.57725591996115,9751.822014444202,840.7967350521179,43,247.57725591996115,1
3237,11869,5.279839993,100.2809982,Sunway Mutiara,Penang,Batu Maung,408.0,1380000.0,9,1,1,315.6474798790464,15032.693273898569,4346.903597644592,11,315.6474798790464,1
3238,18024,5.492587,100.458596,Taman Alamanda,Penang,Tasek Gelugor,137.0,630000.0,12,0,2,251.39561918507874,4785.4540646113865,3253.6435489018268,14,251.39561918507874,1
3239,17646,5.351956,100.237768,Taman Balik Pulau Flat,Penang,Balik Pulau,228.0,150000.0,11,0,1,93.23654503866045,15274.985767487986,540.4087776834289,12,93.23654503866045,1
3240,17838,5.3494825,100.4788874,Taman Bandaraya,Penang,Alma,1394.0,300000.0,20,1,3,871.3293335956195,2581.8834171355024,1498.1187912143012,24,871.3293335956195,1
3241,17939,5.42504,100.388894,Taman Bayu,Penang,Butterworth,180.0,147000.0,20,0,4,406.9951270887478,5295.867250364743,1641.953721670072,24,406.9951270887478,1
3242,17765,5.383548,100.276966,Taman Bukit Air Itam,Penang,Ayer Itam,536.0,750000.0,16,0,2,1296.3910644096536,10619.956791848792,3191.8954891044978,18,1296.3910644096536,1
3243,29237,5.3014669,100.2292531,Taman Bukit Gemuruh,Penang,Bayan Lepas,223.0,120000.0,6,0,2,681.4775154022599,18117.473624827107,4534.779012375109,8,681.4775154022599,1
3244,17837,5.3531179,100.4548172,Taman Bukit Indah Kecil,Penang,Bukit Mertajam,239.0,670000.0,27,1,7,497.47624573931046,979.9702458078935,1042.0765852831726,35,497.47624573931046,1
3245,17746,5.2884158,100.2205403,Taman Cahaya,Penang,Teluk Kumbar,591.0,693000.0,9,0,3,344.5019646493731,19673.282056378623,6046.880292992357,12,344.5019646493731,1
3246,17682,5.171185,100.4845031,Taman Camar Jaya,Penang,Nibong Tebal,145.0,380000.0,15,1,0,462.6210508247102,849.8414953998608,4417.923244210122,16,462.6210508247102,1
3247,28720,5.3761045,100.4395935,Taman Casa Idaman,Penang,Permatang Pauh,167.0,590000.0,17,2,5,1006.9496012309329,2422.7223836377007,969.5258264340837,24,969.5258264340837,1
3248,18076,5.4032314,100.2955005,Taman David Chen,Penang,Ayer Itam,82.0,365000.0,60,0,8,62.329177991117774,8936.265110714605,904.0829969952777,68,62.329177991117774,1
3249,17753,5.4734721,100.3816188,Taman Dazlin,Penang,Air Tawar,150.0,360000.0,13,0,3,268.68788442382186,10386.031671210043,6986.224920423262,16,268.68788442382186,1
3250,17820,5.3822452,100.3885024,"Taman Emas, Seberang Perai",Penang,Seberang Perai,182.0,540000.0,19,1,2,182.6089550211398,1767.092822539499,2438.2069027495672,22,182.6089550211398,1
3251,28721,0.0,0.0,Taman Faber,Penang,,614.0,1050000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3252,17639,5.3545191,100.438142,Taman Gemilang Indah,Penang,Bukit Mertajam,374.0,475000.0,17,2,5,442.8834460457716,2122.5963219442515,957.141155381729,24,442.8834460457716,1
3253,17839,5.35723,100.4403226,Taman Gemilang Ria,Penang,Bukit Mertajam,140.0,200000.0,18,2,5,462.8527510972107,2078.5774337454386,667.9479039675357,25,462.8527510972107,1
3254,18058,5.4086146,100.296082,Taman Goh Guan Ho,Penang,Ayer Itam,285.0,500000.0,63,0,12,438.8456091263269,9064.950251947705,1074.119287359128,75,438.8456091263269,1
3255,11059,5.354879856,100.2020035,Prestige III,Penang,Balik Pulau,328.0,540000.0,10,0,2,249.5241851708782,19123.75546286844,3478.058326177813,12,249.5241851708782,43
3256,17364,5.3145376,100.4819,Taman Impian Alma,Penang,Alma,232.5,268000.0,12,0,3,670.6018673812604,3213.3967922628353,4941.970509251762,15,670.6018673812604,44
3257,23952,5.428836,100.428282,Taman Pasir Indah,Penang,Permatang Pauh,324.0,501500.0,10,0,3,1243.5189438574857,7220.300572390996,2626.569216117573,13,1243.5189438574857,44
3258,17514,5.3355105,100.472319,Taman Desa Palma,Penang,Alma,262.5,440000.0,20,0,3,521.2963448885598,3207.585334021409,2418.137698847131,23,521.2963448885598,24
3259,12467,5.39647007,100.3130035,Taman Kheng Tian,Penang,Jelutong,524.0,350000.0,72,0,10,345.00566317734325,6865.145653285428,1008.9020285419028,82,345.00566317734325,41
3260,16936,5.2783247,100.4909486,Avenue Garden,Penang,Simpang Ampat,382.5,320000.0,13,1,1,119.25716657941919,1588.920949144408,6652.973058029901,15,119.25716657941919,42
3261,17291,5.2340406,100.5003751,Taman Bakap Indah,Penang,Sungai Bakap,200.0,275000.0,9,0,3,408.8048789242562,6197.032874453787,1748.3848506098475,12,408.8048789242562,41
3262,17340,5.482459,100.381147,Taman Bayu Aman,Penang,Air Tawar,395.0,630000.0,10,0,2,296.257934953087,11371.3294127199,7006.871594321607,12,296.257934953087,41
3263,27978,5.3433896,100.2721085,Taman Desa Relau,Penang,Relau,403.5,282500.0,15,0,3,336.0861840313401,11862.639873937693,2717.294896326582,18,336.0861840313401,42
3264,12951,5.310669899,100.4440002,Taman Seri Juru,Penang,Juru,231.0,400000.0,6,0,2,622.4869022107412,4730.505012891647,5153.386015861622,8,622.4869022107412,38
3265,17774,5.3826085,100.4622778,Taman Guru,Penang,Bukit Mertajam,104.0,250000.0,17,1,4,275.8994676442156,2412.7400278069285,2525.2208857761057,22,275.8994676442156,1
3266,28722,0.0,0.0,Taman Halaman Ria,Penang,,340.0,450000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3267,28740,0.0,0.0,Taman How Hua,Penang,,185.0,225000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3268,12357,5.398459911,100.3069992,Taman Hutchings,Penang,Jelutong,465.0,1220000.0,71,0,11,130.05780786668498,7565.224029622937,308.9092867515399,82,130.05780786668498,1
3269,28723,0.0,0.0,Taman Jadi Indah,Penang,,189.0,568800.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3270,28678,5.2309038,100.4904526,Taman Jawi,Penang,Sungai Bakap,114.0,260000.0,9,0,3,369.14963498018614,6195.976563477424,1572.4821867135374,12,369.14963498018614,1
3271,16423,5.408311,100.3113757,Taman Jelimas,Penang,Georgetown,401.0,220000.0,84,0,13,118.54585294114518,7486.053876222677,678.1439843162675,97,118.54585294114518,1
3272,27986,5.4388614,100.3796265,Taman Kekaya,Penang,Bagan Ajam,281.0,680000.0,19,0,2,797.4575258267382,6556.535337501401,3222.171480188248,21,797.4575258267382,1
3273,17795,5.4365975,100.3944444,Taman Kempas,Penang,Butterworth,310.0,1770000.0,16,0,2,334.6446104386479,6708.302637383433,3034.7867887021252,18,334.6446104386479,1
3274,17796,5.4960235,100.3819687,Taman KGN,Penang,Penaga,116.0,300000.0,9,0,3,322.53824792011534,12873.803409200995,6348.169136337567,12,322.53824792011534,1
3275,17690,5.346385,100.469251,Taman Kijang,Penang,Bukit Mertajam,224.0,313000.0,23,1,4,307.7908248473521,2004.6014110181827,1172.3225822210436,28,307.7908248473521,1
3276,18096,5.387405,100.273467,Taman Kim/Sayang,Penang,Ayer Itam,619.0,1000000.0,10,0,2,919.3117651512376,11031.005546737382,3482.6588099368087,12,919.3117651512376,1
3277,17891,5.2903166,100.5138961,Taman Layang-Layang,Penang,Simpang Ampat,94.0,160000.0,12,0,2,951.0430828961298,3943.322702806088,8148.012342967341,14,951.0430828961298,1
3278,17768,5.43769,100.38753,Taman Lip Kee,Penang,Raja Uda,293.0,350000.0,19,0,2,734.4684727084201,6589.844877017459,3015.6716195709814,21,734.4684727084201,1
3279,16445,5.4015753,100.3215855,Taman Lita,Penang,Sungai Pinang,243.0,170000.0,78,1,11,119.90160403329074,6150.000225476092,1794.128953096105,90,119.90160403329074,1
3280,12563,5.406770229,100.2949982,Taman Manek,Penang,Ayer Itam,290.0,200000.0,60,0,10,334.7797964956985,9109.239715660544,1065.6576601088561,70,334.7797964956985,1
3281,28725,0.0,0.0,Taman Matahari Naik,Penang,,259.0,1000000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3282,18080,5.334899,100.214635,Taman Nipah Mas,Penang,Balik Pulau,292.0,680000.0,11,0,4,127.2592414994656,18216.880211867967,2681.699766155505,15,127.2592414994656,1
3283,17601,5.492566,100.446489,Taman Orkid Indah,Penang,Kepala Batas,112.0,450000.0,13,0,4,1050.1888554213758,6067.923208743849,2437.1293781273075,17,1050.1888554213758,1
3284,17521,5.4907727,100.4469754,Taman Orkid Permai,Penang,Kepala Batas,119.0,370000.0,13,0,4,860.4851049416155,5967.164784542838,2639.3369547914326,17,860.4851049416155,1
3285,17759,5.292972,100.2601642,Taman Pagan,Penang,Bayan Lepas,292.0,700000.0,14,1,3,351.9035858915928,15754.784192834406,2734.3895358422906,18,351.9035858915928,1
3286,17849,5.3530863,100.470639,Taman Pelanduk,Penang,Bukit Mertajam,264.0,684659.0,27,1,5,275.6526126399257,1594.234818469703,539.1970165700012,33,275.6526126399257,1
3287,17847,5.2303173,100.4917529,Taman Penyu,Penang,Sungai Bakap,120.0,168000.0,9,0,3,241.42082976757973,6291.149986079043,1448.2983298754623,12,241.42082976757973,1
3288,18086,5.4108699,100.3175505,Taman Perak,Penang,Georgetown,506.0,800000.0,85,1,13,160.50294948098187,7004.072903522731,757.4568297787305,99,160.50294948098187,1
3289,28728,0.0,0.0,Taman Perkasa Jaya,Penang,,338.0,930000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3290,17585,5.350151,100.298428,Taman Permai Flat,Penang,Sungai Dua (Island),307.0,400000.0,16,0,0,580.515813362877,8870.1665126684,3680.880706876446,16,580.515813362877,1
3291,17762,5.3461849,100.4747131,Taman Perpaduan,Penang,Alma,192.0,710000.0,22,1,3,451.09415090579967,2424.1597499403233,1421.9069248850776,26,451.09415090579967,1
3292,18067,5.173272,100.481245,Taman Ping Wah,Penang,Nibong Tebal,114.0,495000.0,16,1,0,464.85856553893353,614.7346445347378,4655.776650268978,17,464.85856553893353,1
3293,12765,5.397769928,100.2839966,Taman Pisang Awak,Penang,Ayer Itam,384.0,277000.0,35,0,5,405.57616661425095,10028.211019702148,2238.06352938889,40,405.57616661425095,1
3294,12837,5.40887,100.311158,Taman Rombas,Penang,Georgetown,398.0,270000.0,84,0,13,122.63699663720648,7533.977788840948,618.3680420102363,97,122.63699663720648,1
3295,18040,5.33317,100.480515,Taman Rozhan,Penang,Alma,156.0,500000.0,19,0,3,391.82872500061006,3923.326239377443,2987.116395022392,22,391.82872500061006,1
3296,28730,5.5048535,100.4422519,Taman Rupawan Emas,Penang,Kepala Batas,271.0,610280.0,19,0,3,729.7321174723448,6975.621077405132,1024.1661386649585,22,729.7321174723448,1
3297,15128,5.40319,100.312631,Taman Sawang,Penang,Georgetown,387.0,275000.0,79,0,11,269.0139877015129,7137.2876947561435,1000.6714946459796,90,269.0139877015129,1
3298,17946,5.436708,100.380071,Taman Sea View,Penang,Bagan Ajam,136.0,480000.0,19,0,3,563.611329276836,6326.248036001422,2979.0547799562555,22,563.611329276836,1
3299,17744,5.361684,100.450952,Taman Seri Batik (Rambai Heights),Penang,Bukit Mertajam,239.0,625000.0,25,1,6,365.2647397954253,858.6361676490076,710.5233567388252,32,365.2647397954253,1
3300,16485,5.3417784,100.49924,Taman Seri Bukit Teh,Penang,Bukit Mertajam,174.0,550000.0,12,0,2,1168.205573322408,4977.438308750226,3888.4179770975884,14,1168.205573322408,1
3301,18004,5.405975,100.318077,Taman Soon Boon Kee,Penang,Sungai Pinang,171.0,120000.0,81,1,11,321.39633606719957,6703.857669051422,1171.463483286835,93,321.39633606719957,1
3302,17852,5.337266,100.2225504,Taman Sri Genting,Penang,Balik Pulau,162.0,400000.0,16,0,3,337.9892472846863,17301.398037518844,1879.5707816523443,19,337.9892472846863,1
3303,17902,5.2857297,100.2814188,Taman Sri Mewah Jelita,Penang,Batu Maung,184.0,900000.0,10,1,1,461.4072808374177,14527.03877891361,3763.0823354578133,12,461.4072808374177,1
3304,17731,5.4225701,100.3929512,Taman Sri Nasib,Penang,Butterworth,250.0,350000.0,20,0,5,228.4471759832858,5216.595954212686,1539.3268366856853,25,228.4471759832858,1
3305,15135,5.401748,100.310433,Taman Sri Penawar,Penang,Jelutong,436.0,347000.0,76,0,11,122.23286193615442,7311.069582146294,742.1278542700655,87,122.23286193615442,1
3306,15136,5.406174,100.321316,Taman Sri Petani,Penang,Sungai Pinang,91.0,63000.0,81,1,11,362.45233320915594,6391.367243976059,1315.3377307066366,93,362.45233320915594,1
3307,17954,5.146075,100.418366,Taman Sungai Acheh,Penang,Nibong Tebal,77.0,85000.0,4,0,1,618.9572403116011,7004.821355612707,7427.298822393196,5,618.9572403116011,1
3308,17944,5.209563,100.531825,Taman Sungai Duri,Penang,Sungai Jawi,33.0,95000.0,3,0,2,359.42020785297376,7509.001511109867,3941.5665773386772,5,359.42020785297376,1
3309,28743,5.3394692,100.4808836,Taman Sunyi,Penang,Bukit Mertajam,59.0,342000.0,21,0,4,644.1900016531297,3431.5472450143825,2424.76367117538,25,644.1900016531297,1
3310,17875,5.3349674,100.2772005,Taman Sutera Avenue,Penang,Relau,556.0,1400000.0,16,0,4,300.50645599000904,11698.679786958239,1640.3366819444718,20,300.50645599000904,1
3311,17704,5.35403,100.431677,Taman Tanah Aman,Penang,Bukit Mertajam,296.0,1150000.0,16,1,4,604.9721045301757,1575.0046656656314,1663.8313944992465,21,604.9721045301757,1
3312,15139,5.461966,100.30201,Taman Tanjong,Penang,Tanjung Tokong,556.0,455000.0,14,0,0,98.70386991975096,11983.940825941796,3164.0536360870055,14,98.70386991975096,1
3313,17801,5.456386,100.290345,Taman Tanjong Permai,Penang,Tanjung Bungah,879.0,1230000.0,17,0,1,336.3574872158431,12439.439478821318,2944.432163997002,18,336.3574872158431,1
3314,13174,5.283279896,100.2409973,Taman Teluk Indah,Penang,Teluk Kumbar,386.0,1200000.0,10,0,2,464.46312966307516,18097.26642335009,4700.328863599857,12,464.46312966307516,1
3315,17790,5.2397591,100.4942523,Taman Valdor Ria,Penang,Valdor,134.0,175000.0,8,0,2,245.74041382741947,5363.840449943136,2375.5130323793314,10,245.74041382741947,1
3316,17546,5.335053,100.4961229,Taman Vista Hill,Penang,Alma,190.0,750000.0,13,0,2,525.9290236487432,5051.494165816172,3980.371792034892,15,525.9290236487432,1
3317,15143,5.409033,100.309769,Taman Wangi,Penang,Georgetown,274.0,180000.0,84,0,13,253.0644610209664,7681.19042778391,634.9729377048586,97,253.0644610209664,1
3318,17763,5.423908,100.3019468,Taman Western,Penang,Georgetown,487.0,1500000.0,64,0,12,449.697699889499,9226.28690077443,938.6080991080404,76,449.697699889499,1
3319,23014,5.4499875,100.3816682,Taman Zamrud,Penang,Bagan Ajam,267.0,680000.0,13,0,2,199.97317757821367,7805.330067145602,4399.062754140899,15,199.97317757821367,1
3320,16538,5.466165,100.283061,Tanjong Indah,Penang,Tanjung Bungah,502.0,600000.0,12,0,0,385.89229325475213,13768.563163670622,4288.122235674407,12,385.89229325475213,1
3321,17709,5.460725,100.305107,Tanjong Villa,Penang,Tanjung Tokong,673.0,1260000.0,15,0,0,288.14874885733224,11656.917855133277,3024.4461845095675,15,288.14874885733224,1
3322,13258,5.466318,100.286191,Tanjung Beach Condo,Penang,Tanjung Bungah,696.0,1700000.0,12,0,0,369.2997882285031,13532.292380269755,4127.85263260266,12,369.2997882285031,1
3323,17827,5.462674,100.300891,Tanjung Bungah Park,Penang,Tanjung Tokong,371.0,3900000.0,14,0,0,184.76445315658947,12124.341006904035,3252.0142226666267,14,184.76445315658947,1
3324,15145,5.462682,100.302621,Tanjung Tiara,Penang,Tanjung Tokong,539.0,470000.0,14,0,0,201.3754903487972,12000.005138854476,3239.7207240684925,14,201.3754903487972,1
3325,17283,5.185662,100.513401,The Golf Garden,Penang,Sungai Jawi,84.0,130000.0,7,0,1,455.15741518888643,4406.10112248459,4042.1736822156226,8,455.15741518888643,1
3326,13347,5.39677,100.3190002,The H2O,Penang,Jelutong,538.0,730000.0,66,0,11,266.44662877371763,6236.7088192798,1651.0554419418165,77,266.44662877371763,1
3327,18039,5.45548,100.302636,The Sereno,Penang,Tanjung Tokong,665.0,2500000.0,20,0,2,357.427823814833,11403.561910657076,2444.020770961046,22,357.427823814833,1
3328,13521,5.29392004,100.2259979,TK Residence,Penang,Teluk Kumbar,527.0,760000.0,6,0,2,470.96394160133985,18842.473468649132,5218.658206764106,8,470.96394160133985,1
3329,17650,5.339218,100.303128,Venice Residences,Penang,Sungai Nibong,1179.0,1650000.0,8,0,0,372.352727538008,8933.67272731719,3059.562908135071,8,372.352727538008,1
3330,23470,0.0,0.0,Vermont Villa,Penang,Georgetown,869.0,3880000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3331,13645,5.387074,100.278872,View Court,Penang,Ayer Itam,499.0,650000.0,20,0,3,950.4392272833513,10430.90371583589,2896.5108224954793,23,950.4392272833513,1
3332,13650,5.349135,100.306007,Vilaris,Penang,Batu Uban,911.0,1775000.0,14,0,1,1288.0499485144107,8142.827610505095,4067.567476444174,15,1288.0499485144107,1
3333,15251,5.462949,100.293986,Villa Mutiara,Penang,Tanjung Bungah,664.0,1000000.0,13,0,0,573.2731029801035,12661.979583929064,3441.947817690369,13,573.2731029801035,1
3334,28734,0.0,0.0,Villa Permai Jaya,Penang,,350.0,788000.0,0,0,0,11148747.730357049,11166707.407256505,11152762.883457733,0,11148747.730357049,1
3335,13704,5.445129871,100.3050003,Villa Saujana,Penang,Tanjung Tokong,546.0,570000.0,24,0,5,717.4365026117214,10403.729089816097,1303.3959071164043,29,717.4365026117214,1
3336,13711,5.407352,100.293506,Villa Sri Melati,Penang,Ayer Itam,191.0,140000.0,58,0,8,375.83796378807915,9286.55177357556,1242.545248995051,66,375.83796378807915,1
3337,15258,5.418442,100.321236,Villamas,Penang,Georgetown,406.0,1000000.0,78,1,12,89.47253016663011,7116.9449590244585,379.0623952835328,91,89.47253016663011,1
3338,13728,5.385119915,100.3119965,Vista Bukit Dumbar,Penang,Bukit Dumbar,446.0,490000.0,47,0,4,296.83762169435056,6754.08996394711,1094.5195532227337,51,296.83762169435056,1
